,Ciudad,Pais,PM25,PM10,O3,NO2,CO,Fecha
1837,Canary Islands,Spain,34.0,40.0,37.0,6.0,6.0,2018-05-14
1838,Canary Islands,Spain,41.0,37.0,34.0,7.0,7.0,2018-05-15
1839,Canary Islands,Spain,41.0,40.0,31.0,6.0,6.0,2018-05-16
1840,Canary Islands,Spain,31.0,25.0,32.0,6.0,6.0,2018-05-17
1841,Canary Islands,Spain,28.0,23.0,34.0,8.0,8.0,2018-05-18
1842,Canary Islands,Spain,27.0,27.0,38.0,7.0,7.0,2018-05-19
1843,Canary Islands,Spain,33.0,22.0,40.0,4.0,4.0,2018-05-20
1844,Canary Islands,Spain,28.0,19.0,38.0,6.0,6.0,2018-05-21
1845,Canary Islands,Spain,26.0,17.0,31.0,8.0,8.0,2018-05-22
1846,Brandenburg,Germany,,10.0,,,,2018-01-01
1847,Brandenburg,Germany,,5.0,30.0,3.0,,2018-01-02
1848,Brandenburg,Germany,,7.0,20.0,5.0,,2018-01-03
1849,Brandenburg,Germany,,3.0,28.0,4.0,,2018-01-04
1850,Brandenburg,Germany,,6.0,28.0,4.0,,2018-01-05
1851,Brandenburg,Germany,,5.0,26.0,5.0,,2018-01-06
1852,Brandenburg,Germany,,11.0,19.0,7.0,,2018-01-07
1853,Brandenburg,Germany,,10.0,22.0,3.0,,2018-01-08
1854,Brandenburg,Germany,,11.0,21.0,5.0,,2018-01-09
1855,Brandenburg,Germany,,19.0,18.0,9.0,,2018-01-10
1856,Brandenburg,Germany,,30.0,5.0,12.0,,2018-01-11
1857,Brandenburg,Germany,,23.0,,8.0,,2018-01-12
1858,Brandenburg,Germany,,29.0,4.0,8.0,,2018-01-13
1859,Brandenburg,Germany,,23.0,20.0,5.0,,2018-01-14
1860,Brandenburg,Germany,,19.0,17.0,5.0,,2018-01-15
1861,Brandenburg,Germany,,20.0,14.0,6.0,,2018-01-16
1862,Brandenburg,Germany,,6.0,24.0,6.0,,2018-01-17
1863,Brandenburg,Germany,,7.0,24.0,6.0,,2018-01-18
1864,Brandenburg,Germany,,4.0,25.0,4.0,,2018-01-19
1865,Brandenburg,Germany,,10.0,22.0,6.0,,2018-01-20
1866,Brandenburg,Germany,,14.0,17.0,8.0,,2018-01-21
1867,Brandenburg,Germany,,19.0,15.0,6.0,,2018-01-22
1868,Brandenburg,Germany,,18.0,18.0,7.0,,2018-01-23
1869,Brandenburg,Germany,,24.0,13.0,10.0,,2018-01-24
1870,Brandenburg,Germany,,6.0,17.0,5.0,,2018-01-25
1871,Brandenburg,Germany,,6.0,23.0,8.0,,2018-01-26
1872,Brandenburg,Germany,,11.0,20.0,7.0,,2018-01-27
1873,Brandenburg,Germany,,21.0,19.0,5.0,,2018-01-28
1874,Brandenburg,Germany,,11.0,21.0,3.0,,2018-01-29
1875,Brandenburg,Germany,,5.0,26.0,3.0,,2018-01-30
1876,Brandenburg,Germany,,6.0,28.0,3.0,,2018-01-31
1877,Brandenburg,Germany,,8.0,20.0,7.0,,2018-02-01
1878,Brandenburg,Germany,,6.0,29.0,5.0,,2018-02-02
1879,Brandenburg,Germany,,9.0,18.0,7.0,,2018-02-03
1880,Brandenburg,Germany,,10.0,17.0,4.0,,2018-02-04
1881,Brandenburg,Germany,,12.0,18.0,3.0,,2018-02-05
1882,Brandenburg,Germany,,12.0,27.0,5.0,,2018-02-06
1883,Brandenburg,Germany,,16.0,25.0,10.0,,2018-02-07
1884,Brandenburg,Germany,,31.0,17.0,9.0,,2018-02-08
1885,Brandenburg,Germany,,38.0,21.0,11.0,,2018-02-09
1886,Brandenburg,Germany,,40.0,17.0,16.0,,2018-02-10
1887,Brandenburg,Germany,,41.0,15.0,12.0,,2018-02-11
1888,Brandenburg,Germany,,17.0,21.0,6.0,,2018-02-12
1889,Brandenburg,Germany,,11.0,23.0,7.0,,2018-02-13
1890,Brandenburg,Germany,61.0,18.0,23.0,11.0,,2018-02-14
1891,Brandenburg,Germany,78.0,27.0,21.0,18.0,,2018-02-15
1892,Brandenburg,Germany,81.0,26.0,17.0,8.0,,2018-02-16
1893,Brandenburg,Germany,69.0,21.0,21.0,8.0,,2018-02-17
1894,Brandenburg,Germany,75.0,25.0,16.0,9.0,,2018-02-18
1895,Brandenburg,Germany,62.0,18.0,24.0,5.0,,2018-02-19
1896,Brandenburg,Germany,57.0,21.0,21.0,10.0,,2018-02-20
1897,Brandenburg,Germany,81.0,33.0,26.0,9.0,,2018-02-21
1898,Brandenburg,Germany,83.0,28.0,26.0,8.0,,2018-02-22
1899,Brandenburg,Germany,66.0,20.0,27.0,6.0,,2018-02-23
1900,Brandenburg,Germany,64.0,21.0,25.0,5.0,,2018-02-24
1901,Brandenburg,Germany,58.0,16.0,31.0,3.0,,2018-02-25
1902,Brandenburg,Germany,34.0,10.0,29.0,3.0,,2018-02-26
1903,Brandenburg,Germany,43.0,11.0,30.0,5.0,,2018-02-27
1904,Brandenburg,Germany,44.0,15.0,29.0,6.0,,2018-02-28
1905,Brandenburg,Germany,59.0,24.0,29.0,4.0,,2018-03-01
1906,Brandenburg,Germany,67.0,25.0,29.0,4.0,,2018-03-02
1907,Brandenburg,Germany,79.0,37.0,28.0,6.0,,2018-03-03
1908,Brandenburg,Germany,98.0,42.0,30.0,6.0,,2018-03-04
1909,Brandenburg,Germany,103.0,47.0,32.0,9.0,,2018-03-05
1910,Brandenburg,Germany,125.0,48.0,26.0,12.0,,2018-03-06
1911,Brandenburg,Germany,118.0,48.0,28.0,14.0,,2018-03-07
1912,Brandenburg,Germany,123.0,43.0,23.0,8.0,,2018-03-08
1913,Brandenburg,Germany,104.0,36.0,26.0,8.0,,2018-03-09
1914,Brandenburg,Germany,64.0,22.0,28.0,7.0,,2018-03-10
1915,Brandenburg,Germany,71.0,23.0,14.0,12.0,,2018-03-11
1916,Brandenburg,Germany,69.0,20.0,27.0,5.0,,2018-03-12
1917,Brandenburg,Germany,69.0,26.0,22.0,11.0,,2018-03-13
1918,Brandenburg,Germany,59.0,16.0,22.0,6.0,,2018-03-14
1919,Brandenburg,Germany,42.0,11.0,24.0,4.0,,2018-03-15
1920,Brandenburg,Germany,54.0,16.0,25.0,4.0,,2018-03-16
1921,Brandenburg,Germany,64.0,19.0,29.0,3.0,,2018-03-17
1922,Brandenburg,Germany,40.0,12.0,31.0,2.0,,2018-03-18
1923,Brandenburg,Germany,48.0,20.0,34.0,2.0,,2018-03-19
1924,Brandenburg,Germany,53.0,16.0,33.0,6.0,,2018-03-20
1925,Brandenburg,Germany,54.0,16.0,29.0,7.0,,2018-03-21
1926,Brandenburg,Germany,42.0,11.0,32.0,7.0,,2018-03-22
1927,Brandenburg,Germany,57.0,19.0,24.0,9.0,,2018-03-23
1928,Brandenburg,Germany,55.0,16.0,23.0,10.0,,2018-03-24
1929,Brandenburg,Germany,57.0,20.0,27.0,7.0,,2018-03-25
1930,Brandenburg,Germany,64.0,34.0,36.0,8.0,,2018-03-26
1931,Brandenburg,Germany,88.0,28.0,30.0,6.0,,2018-03-27
1932,Brandenburg,Germany,61.0,17.0,34.0,7.0,,2018-03-28
1933,Brandenburg,Germany,58.0,23.0,22.0,10.0,,2018-03-29
1934,Brandenburg,Germany,69.0,19.0,30.0,6.0,,2018-03-30
1935,Brandenburg,Germany,56.0,14.0,33.0,4.0,,2018-03-31
1936,Brandenburg,Germany,64.0,17.0,25.0,3.0,,2018-04-01
1937,Brandenburg,Germany,59.0,15.0,31.0,3.0,,2018-04-02
1938,Brandenburg,Germany,,11.0,34.0,6.0,,2018-04-03
1939,Brandenburg,Germany,,17.0,39.0,7.0,,2018-04-04
1940,Brandenburg,Germany,40.0,11.0,34.0,4.0,,2018-04-05
1941,Brandenburg,Germany,31.0,10.0,35.0,4.0,,2018-04-06
1942,Brandenburg,Germany,24.0,14.0,41.0,6.0,,2018-04-07
1943,Brandenburg,Germany,35.0,19.0,40.0,3.0,,2018-04-08
1944,Brandenburg,Germany,50.0,37.0,41.0,11.0,,2018-04-09
1945,Brandenburg,Germany,69.0,37.0,42.0,5.0,,2018-04-10
1946,Brandenburg,Germany,74.0,36.0,28.0,4.0,,2018-04-11
1947,Brandenburg,Germany,78.0,37.0,41.0,4.0,,2018-04-12
1948,Brandenburg,Germany,81.0,37.0,33.0,6.0,,2018-04-13
1949,Brandenburg,Germany,81.0,28.0,32.0,4.0,,2018-04-14
1950,Brandenburg,Germany,72.0,24.0,47.0,4.0,,2018-04-15
1951,Brandenburg,Germany,75.0,25.0,23.0,5.0,,2018-04-16
1952,Brandenburg,Germany,64.0,30.0,39.0,5.0,,2018-04-17
1953,Brandenburg,Germany,76.0,28.0,46.0,9.0,,2018-04-18
1954,Brandenburg,Germany,65.0,35.0,43.0,8.0,,2018-04-19
1955,Brandenburg,Germany,73.0,28.0,48.0,9.0,,2018-04-20
1956,Brandenburg,Germany,62.0,40.0,42.0,4.0,,2018-04-21
1957,Brandenburg,Germany,66.0,40.0,44.0,4.0,,2018-04-22
1958,Brandenburg,Germany,77.0,25.0,40.0,5.0,,2018-04-23
1959,Brandenburg,Germany,60.0,23.0,27.0,6.0,,2018-04-24
1960,Brandenburg,Germany,57.0,21.0,32.0,5.0,,2018-04-25
1961,Brandenburg,Germany,61.0,13.0,32.0,5.0,,2018-04-26
1962,Brandenburg,Germany,39.0,13.0,39.0,5.0,,2018-04-27
1963,Brandenburg,Germany,34.0,21.0,43.0,5.0,,2018-04-28
1964,Brandenburg,Germany,52.0,30.0,48.0,4.0,,2018-04-29
1965,Brandenburg,Germany,61.0,28.0,37.0,4.0,,2018-04-30
1966,Brandenburg,Germany,59.0,16.0,35.0,3.0,,2018-05-01
1967,Brandenburg,Germany,31.0,24.0,30.0,8.0,,2018-05-02
1968,Brandenburg,Germany,38.0,30.0,40.0,6.0,,2018-05-03
1969,Brandenburg,Germany,54.0,24.0,41.0,5.0,,2018-05-04
1970,Brandenburg,Germany,37.0,29.0,43.0,3.0,,2018-05-05
1971,Brandenburg,Germany,33.0,31.0,39.0,3.0,,2018-05-06
1972,Brandenburg,Germany,37.0,26.0,43.0,5.0,,2018-05-07
1973,Brandenburg,Germany,40.0,35.0,46.0,5.0,,2018-05-08
1974,Brandenburg,Germany,45.0,41.0,46.0,4.0,,2018-05-09
1975,Brandenburg,Germany,49.0,38.0,44.0,4.0,,2018-05-10
1976,Brandenburg,Germany,64.0,30.0,33.0,2.0,,2018-05-11
1977,Brandenburg,Germany,66.0,30.0,44.0,3.0,,2018-05-12
1978,Brandenburg,Germany,64.0,36.0,54.0,3.0,,2018-05-13
1979,Brandenburg,Germany,64.0,35.0,47.0,3.0,,2018-05-14
1980,Brandenburg,Germany,53.0,36.0,43.0,4.0,,2018-05-15
1981,Brandenburg,Germany,56.0,26.0,40.0,4.0,,2018-05-16
1982,Brandenburg,Germany,61.0,28.0,38.0,4.0,,2018-05-17
1983,Brandenburg,Germany,68.0,25.0,26.0,4.0,,2018-05-18
1984,Brandenburg,Germany,63.0,31.0,36.0,3.0,,2018-05-19
1985,Brandenburg,Germany,67.0,24.0,40.0,2.0,,2018-05-20
1986,Brandenburg,Germany,39.0,21.0,45.0,2.0,,2018-05-21
1987,Brandenburg,Germany,31.0,24.0,52.0,5.0,,2018-05-22
1988,Mexico City,Mexico,,,,,,2018-01-01
1989,Mexico City,Mexico,,,,,,2018-01-02
1990,Mexico City,Mexico,,,,,,2018-01-03
1991,Mexico City,Mexico,,,,,,2018-01-04
1992,Mexico City,Mexico,,,,,,2018-01-05
1993,Mexico City,Mexico,,,,,,2018-01-06
1994,Mexico City,Mexico,,,,,,2018-01-07
1995,Mexico City,Mexico,,34.0,17.0,30.0,3.0,2018-01-08
1996,Mexico City,Mexico,42.0,48.0,37.0,51.0,10.0,2018-01-09
1997,Mexico City,Mexico,94.0,63.0,55.0,61.0,14.0,2018-01-10
1998,Mexico City,Mexico,115.0,56.0,70.0,55.0,11.0,2018-01-11
1999,Mexico City,Mexico,119.0,43.0,50.0,43.0,8.0,2018-01-12
2000,Mexico City,Mexico,89.0,50.0,35.0,42.0,8.0,2018-01-13
2001,Mexico City,Mexico,88.0,37.0,38.0,31.0,4.0,2018-01-14
2002,Mexico City,Mexico,87.0,44.0,36.0,44.0,8.0,2018-01-15
2003,Mexico City,Mexico,91.0,55.0,43.0,43.0,10.0,2018-01-16
2004,Mexico City,Mexico,113.0,40.0,47.0,37.0,7.0,2018-01-17
2005,Mexico City,Mexico,87.0,48.0,58.0,43.0,9.0,2018-01-18
2006,Mexico City,Mexico,105.0,47.0,52.0,49.0,10.0,2018-01-19
2007,Mexico City,Mexico,105.0,38.0,47.0,40.0,10.0,2018-01-20
2008,Mexico City,Mexico,94.0,33.0,47.0,31.0,8.0,2018-01-21
2009,Mexico City,Mexico,84.0,41.0,52.0,37.0,10.0,2018-01-22
2010,Mexico City,Mexico,88.0,40.0,57.0,36.0,7.0,2018-01-23
2011,Mexico City,Mexico,110.0,31.0,35.0,37.0,9.0,2018-01-24
2012,Mexico City,Mexico,88.0,59.0,21.0,,,2018-01-25
2013,Mexico City,Mexico,160.0,31.0,39.0,32.0,9.0,2018-01-26
2014,Mexico City,Mexico,91.0,32.0,47.0,35.0,9.0,2018-01-27
2015,Mexico City,Mexico,95.0,20.0,16.0,19.0,6.0,2018-01-28
2016,Mexico City,Mexico,63.0,8.0,19.0,15.0,5.0,2018-01-29
2017,Mexico City,Mexico,31.0,24.0,26.0,32.0,7.0,2018-01-30
2018,Mexico City,Mexico,69.0,12.0,18.0,31.0,9.0,2018-01-31
2019,Mexico City,Mexico,43.0,5.0,14.0,37.0,19.0,2018-02-01
2020,Mexico City,Mexico,24.0,,33.0,24.0,6.0,2018-02-02
2021,Mexico City,Mexico,,42.0,34.0,40.0,9.0,2018-02-03
2022,Mexico City,Mexico,118.0,33.0,70.0,37.0,11.0,2018-02-04
2023,Mexico City,Mexico,97.0,23.0,71.0,25.0,8.0,2018-02-05
2024,Mexico City,Mexico,74.0,38.0,58.0,40.0,12.0,2018-02-06
2025,Mexico City,Mexico,107.0,,51.0,41.0,11.0,2018-02-07
2026,Mexico City,Mexico,,,43.0,20.0,6.0,2018-02-08
2027,Mexico City,Mexico,,39.0,21.0,30.0,9.0,2018-02-09
2028,Mexico City,Mexico,70.0,35.0,32.0,26.0,8.0,2018-02-10
2029,Mexico City,Mexico,68.0,32.0,31.0,21.0,9.0,2018-02-11
2030,Mexico City,Mexico,52.0,47.0,50.0,28.0,9.0,2018-02-12
2031,Mexico City,Mexico,71.0,65.0,51.0,31.0,9.0,2018-02-13
2032,Mexico City,Mexico,103.0,49.0,50.0,26.0,8.0,2018-02-14
2033,Mexico City,Mexico,72.0,51.0,68.0,27.0,7.0,2018-02-15
2034,Mexico City,Mexico,71.0,59.0,71.0,38.0,11.0,2018-02-16
2035,Mexico City,Mexico,84.0,59.0,24.0,34.0,9.0,2018-02-17
2036,Mexico City,Mexico,86.0,57.0,65.0,24.0,7.0,2018-02-18
2037,Mexico City,Mexico,103.0,48.0,61.0,22.0,9.0,2018-02-19
2038,Mexico City,Mexico,71.0,47.0,50.0,23.0,8.0,2018-02-20
2039,Mexico City,Mexico,68.0,59.0,79.0,41.0,11.0,2018-02-21
2040,Mexico City,Mexico,94.0,61.0,30.0,38.0,10.0,2018-02-22
2041,Mexico City,Mexico,98.0,62.0,75.0,37.0,9.0,2018-02-23
2042,Mexico City,Mexico,106.0,65.0,83.0,38.0,10.0,2018-02-24
2043,Mexico City,Mexico,113.0,39.0,69.0,24.0,7.0,2018-02-25
2044,Mexico City,Mexico,75.0,44.0,55.0,25.0,8.0,2018-02-26
2045,Mexico City,Mexico,81.0,62.0,72.0,37.0,10.0,2018-02-27
2046,Mexico City,Mexico,99.0,64.0,103.0,41.0,12.0,2018-02-28
2047,Mexico City,Mexico,102.0,65.0,58.0,36.0,10.0,2018-03-01
2048,Mexico City,Mexico,91.0,64.0,75.0,26.0,8.0,2018-03-02
2049,Mexico City,Mexico,103.0,57.0,52.0,30.0,8.0,2018-03-03
2050,Mexico City,Mexico,78.0,,,,,2018-03-04
2051,Mexico City,Mexico,,,,,,2018-03-05
2052,Mexico City,Mexico,,,,,,2018-03-06
2053,Mexico City,Mexico,,61.0,52.0,33.0,7.0,2018-03-07
2054,Mexico City,Mexico,109.0,42.0,1.0,34.0,8.0,2018-03-08
2055,Mexico City,Mexico,65.0,57.0,62.0,35.0,7.0,2018-03-09
2056,Mexico City,Mexico,100.0,55.0,85.0,42.0,11.0,2018-03-10
2057,Mexico City,Mexico,97.0,55.0,84.0,34.0,8.0,2018-03-11
2058,Mexico City,Mexico,91.0,50.0,68.0,28.0,6.0,2018-03-12
2059,Mexico City,Mexico,79.0,55.0,65.0,35.0,8.0,2018-03-13
2060,Mexico City,Mexico,88.0,63.0,71.0,40.0,9.0,2018-03-14
2061,Mexico City,Mexico,105.0,55.0,54.0,41.0,12.0,2018-03-15
2062,Mexico City,Mexico,92.0,61.0,54.0,40.0,16.0,2018-03-16
2063,Mexico City,Mexico,95.0,28.0,53.0,33.0,11.0,2018-03-17
2064,Mexico City,Mexico,39.0,,64.0,26.0,6.0,2018-03-18
2065,Mexico City,Mexico,,,75.0,30.0,6.0,2018-03-19
2066,Mexico City,Mexico,,,88.0,41.0,9.0,2018-03-20
2067,Mexico City,Mexico,,62.0,68.0,30.0,6.0,2018-03-21
2068,Mexico City,Mexico,102.0,53.0,58.0,34.0,7.0,2018-03-22
2069,Mexico City,Mexico,87.0,50.0,38.0,28.0,5.0,2018-03-23
2070,Mexico City,Mexico,80.0,45.0,32.0,29.0,5.0,2018-03-24
2071,Mexico City,Mexico,56.0,46.0,67.0,29.0,,2018-03-25
2072,Mexico City,Mexico,81.0,56.0,72.0,31.0,,2018-03-26
2073,Mexico City,Mexico,90.0,55.0,67.0,29.0,,2018-03-27
2074,Mexico City,Mexico,89.0,61.0,49.0,25.0,7.0,2018-03-28
2075,Mexico City,Mexico,82.0,49.0,62.0,21.0,6.0,2018-03-29
2076,Mexico City,Mexico,80.0,45.0,50.0,19.0,5.0,2018-03-30
2077,Mexico City,Mexico,75.0,32.0,52.0,21.0,5.0,2018-03-31
2078,Mexico City,Mexico,58.0,38.0,58.0,27.0,7.0,2018-04-01
2079,Mexico City,Mexico,64.0,47.0,81.0,33.0,10.0,2018-04-02
2080,Mexico City,Mexico,78.0,43.0,70.0,27.0,4.0,2018-04-03
2081,Mexico City,Mexico,75.0,58.0,84.0,31.0,8.0,2018-04-04
2082,Mexico City,Mexico,96.0,47.0,74.0,26.0,7.0,2018-04-05
2083,Mexico City,Mexico,90.0,47.0,54.0,40.0,11.0,2018-04-06
2084,Mexico City,Mexico,98.0,51.0,79.0,33.0,12.0,2018-04-07
2085,Mexico City,Mexico,97.0,42.0,69.0,24.0,7.0,2018-04-08
2086,Mexico City,Mexico,75.0,47.0,64.0,26.0,7.0,2018-04-09
2087,Mexico City,Mexico,83.0,50.0,65.0,31.0,8.0,2018-04-10
2088,Mexico City,Mexico,84.0,33.0,49.0,29.0,7.0,2018-04-11
2089,Mexico City,Mexico,62.0,34.0,8.0,40.0,10.0,2018-04-12
2090,Mexico City,Mexico,74.0,42.0,60.0,33.0,11.0,2018-04-13
2091,Mexico City,Mexico,67.0,31.0,50.0,22.0,8.0,2018-04-14
2092,Mexico City,Mexico,49.0,58.0,63.0,27.0,7.0,2018-04-15
2093,Mexico City,Mexico,100.0,58.0,74.0,35.0,9.0,2018-04-16
2094,Mexico City,Mexico,92.0,53.0,84.0,37.0,10.0,2018-04-17
2095,Mexico City,Mexico,78.0,51.0,65.0,35.0,9.0,2018-04-18
2096,Mexico City,Mexico,67.0,54.0,52.0,39.0,8.0,2018-04-19
2097,Mexico City,Mexico,67.0,45.0,76.0,30.0,7.0,2018-04-20
2098,Mexico City,Mexico,72.0,55.0,78.0,35.0,9.0,2018-04-21
2099,Mexico City,Mexico,91.0,44.0,92.0,28.0,8.0,2018-04-22
2100,Mexico City,Mexico,87.0,37.0,76.0,30.0,10.0,2018-04-23
2101,Mexico City,Mexico,69.0,51.0,48.0,40.0,13.0,2018-04-24
2102,Mexico City,Mexico,92.0,46.0,55.0,40.0,13.0,2018-04-25
2103,Mexico City,Mexico,93.0,65.0,70.0,37.0,11.0,2018-04-26
2104,Mexico City,Mexico,117.0,49.0,94.0,39.0,13.0,2018-04-27
2105,Mexico City,Mexico,87.0,44.0,67.0,30.0,10.0,2018-04-28
2106,Mexico City,Mexico,80.0,46.0,76.0,31.0,11.0,2018-04-29
2107,Mexico City,Mexico,94.0,40.0,46.0,35.0,12.0,2018-04-30
2108,Mexico City,Mexico,73.0,34.0,53.0,22.0,8.0,2018-05-01
2109,Mexico City,Mexico,65.0,38.0,41.0,32.0,10.0,2018-05-02
2110,Mexico City,Mexico,86.0,39.0,44.0,34.0,11.0,2018-05-03
2111,Mexico City,Mexico,64.0,43.0,80.0,36.0,9.0,2018-05-04
2112,Mexico City,Mexico,88.0,22.0,39.0,21.0,6.0,2018-05-05
2113,Mexico City,Mexico,45.0,21.0,29.0,19.0,6.0,2018-05-06
2114,Mexico City,Mexico,43.0,,35.0,24.0,6.0,2018-05-07
2115,Mexico City,Mexico,,38.0,12.0,32.0,9.0,2018-05-08
2116,Mexico City,Mexico,82.0,40.0,65.0,30.0,9.0,2018-05-09
2117,Mexico City,Mexico,83.0,42.0,79.0,29.0,7.0,2018-05-10
2118,Mexico City,Mexico,71.0,42.0,93.0,33.0,9.0,2018-05-11
2119,Mexico City,Mexico,81.0,40.0,92.0,27.0,6.0,2018-05-12
2120,Mexico City,Mexico,87.0,37.0,97.0,26.0,7.0,2018-05-13
2121,Mexico City,Mexico,74.0,41.0,70.0,29.0,7.0,2018-05-14
2122,Mexico City,Mexico,65.0,46.0,65.0,30.0,6.0,2018-05-15
2123,Mexico City,Mexico,73.0,40.0,61.0,26.0,8.0,2018-05-16
2124,Mexico City,Mexico,61.0,44.0,51.0,27.0,7.0,2018-05-17
2125,Mexico City,Mexico,65.0,42.0,62.0,35.0,8.0,2018-05-18
2126,Mexico City,Mexico,63.0,58.0,77.0,29.0,8.0,2018-05-19
2127,Mexico City,Mexico,105.0,,85.0,26.0,8.0,2018-05-20
2128,Mexico City,Mexico,,,68.0,31.0,10.0,2018-05-21
2129,Mexico City,Mexico,,,70.0,33.0,10.0,2018-05-22
2130,Georgia,United States,70.0,17.0,20.0,5.0,2.0,2018-01-01
2131,Georgia,United States,53.0,15.0,20.0,17.0,3.0,2018-01-02
2132,Georgia,United States,50.0,,20.0,17.0,3.0,2018-01-03
2133,Georgia,United States,,,25.0,6.0,1.0,2018-01-04
2134,Georgia,United States,,,25.0,10.0,2.0,2018-01-05
2135,Georgia,United States,,,27.0,14.0,2.0,2018-01-06
2136,Georgia,United States,,17.0,28.0,10.0,2.0,2018-01-07
2137,Georgia,United States,49.0,16.0,22.0,10.0,2.0,2018-01-08
2138,Georgia,United States,45.0,18.0,22.0,13.0,4.0,2018-01-09
2139,Georgia,United States,51.0,10.0,28.0,7.0,2.0,2018-01-10
2140,Georgia,United States,25.0,9.0,18.0,7.0,2.0,2018-01-11
2141,Georgia,United States,23.0,,25.0,4.0,1.0,2018-01-12
2142,Georgia,United States,20.0,,22.0,3.0,1.0,2018-01-13
2143,Georgia,United States,28.0,,22.0,11.0,3.0,2018-01-14
2144,Georgia,United States,39.0,,22.0,15.0,4.0,2018-01-15
2145,Georgia,United States,56.0,,23.0,17.0,5.0,2018-01-16
2146,Georgia,United States,59.0,,22.0,4.0,1.0,2018-01-17
2147,Georgia,United States,48.0,,20.0,15.0,2.0,2018-01-18
2148,Georgia,United States,43.0,,26.0,20.0,3.0,2018-01-19
2149,Georgia,United States,36.0,,24.0,25.0,7.0,2018-01-20
2150,Georgia,United States,45.0,,30.0,15.0,6.0,2018-01-21
2151,Georgia,United States,47.0,,18.0,14.0,4.0,2018-01-22
2152,Georgia,United States,54.0,,28.0,6.0,1.0,2018-01-23
2153,Georgia,United States,19.0,,24.0,8.0,2.0,2018-01-24
2154,Georgia,United States,22.0,,26.0,20.0,4.0,2018-01-25
2155,Georgia,United States,24.0,,31.0,15.0,6.0,2018-01-26
2156,Georgia,United States,49.0,,25.0,6.0,2.0,2018-01-27
2157,Georgia,United States,53.0,,9.0,9.0,3.0,2018-01-28
2158,Georgia,United States,36.0,,26.0,9.0,2.0,2018-01-29
2159,Georgia,United States,29.0,,24.0,6.0,2.0,2018-01-30
2160,Georgia,United States,32.0,13.0,29.0,14.0,3.0,2018-01-31
2161,Georgia,United States,37.0,20.0,30.0,14.0,3.0,2018-02-01
2162,Georgia,United States,51.0,7.0,27.0,6.0,1.0,2018-02-02
2163,Georgia,United States,17.0,11.0,30.0,5.0,1.0,2018-02-03
2164,Georgia,United States,28.0,12.0,22.0,5.0,2.0,2018-02-04
2165,Georgia,United States,36.0,15.0,18.0,13.0,3.0,2018-02-05
2166,Georgia,United States,44.0,17.0,24.0,14.0,5.0,2018-02-06
2167,Georgia,United States,50.0,11.0,22.0,6.0,2.0,2018-02-07
2168,Georgia,United States,27.0,12.0,23.0,13.0,3.0,2018-02-08
2169,Georgia,United States,38.0,12.0,29.0,8.0,4.0,2018-02-09
2170,Georgia,United States,35.0,14.0,19.0,2.0,2.0,2018-02-10
2171,Georgia,United States,37.0,9.0,18.0,1.0,1.0,2018-02-11
2172,Georgia,United States,16.0,11.0,14.0,10.0,3.0,2018-02-12
2173,Georgia,United States,21.0,10.0,23.0,5.0,2.0,2018-02-13
2174,Georgia,United States,26.0,15.0,16.0,6.0,2.0,2018-02-14
2175,Georgia,United States,43.0,13.0,18.0,5.0,2.0,2018-02-15
2176,Georgia,United States,35.0,12.0,19.0,5.0,1.0,2018-02-16
2177,Georgia,United States,29.0,10.0,20.0,6.0,2.0,2018-02-17
2178,Georgia,United States,22.0,5.0,23.0,3.0,1.0,2018-02-18
2179,Georgia,United States,13.0,16.0,16.0,2.0,1.0,2018-02-19
2180,Georgia,United States,47.0,15.0,20.0,4.0,1.0,2018-02-20
2181,Georgia,United States,41.0,14.0,20.0,2.0,1.0,2018-02-21
2182,Georgia,United States,37.0,21.0,22.0,6.0,2.0,2018-02-22
2183,Georgia,United States,57.0,19.0,28.0,6.0,3.0,2018-02-23
2184,Georgia,United States,49.0,22.0,28.0,5.0,2.0,2018-02-24
2185,Georgia,United States,57.0,13.0,23.0,5.0,2.0,2018-02-25
2186,Georgia,United States,27.0,10.0,23.0,7.0,2.0,2018-02-26
2187,Georgia,United States,17.0,8.0,35.0,5.0,2.0,2018-02-27
2188,Georgia,United States,16.0,17.0,22.0,7.0,2.0,2018-02-28
2189,Georgia,United States,42.0,14.0,21.0,5.0,2.0,2018-03-01
2190,Georgia,United States,30.0,8.0,33.0,5.0,1.0,2018-03-02
2191,Georgia,United States,18.0,6.0,34.0,5.0,1.0,2018-03-03
2192,Georgia,United States,15.0,10.0,39.0,12.0,3.0,2018-03-04
2193,Georgia,United States,25.0,25.0,30.0,13.0,5.0,2018-03-05
2194,Georgia,United States,66.0,21.0,27.0,9.0,3.0,2018-03-06
2195,Georgia,United States,56.0,18.0,29.0,7.0,2.0,2018-03-07
2196,Georgia,United States,42.0,10.0,33.0,8.0,2.0,2018-03-08
2197,Georgia,United States,30.0,20.0,38.0,15.0,3.0,2018-03-09
2198,Georgia,United States,57.0,23.0,37.0,15.0,4.0,2018-03-10
2199,Georgia,United States,66.0,21.0,27.0,6.0,3.0,2018-03-11
2200,Georgia,United States,61.0,8.0,33.0,4.0,2.0,2018-03-12
2201,Georgia,United States,20.0,13.0,34.0,6.0,2.0,2018-03-13
2202,Georgia,United States,39.0,10.0,36.0,5.0,1.0,2018-03-14
2203,Georgia,United States,27.0,25.0,41.0,19.0,3.0,2018-03-15
